CIK,Ticker,Series ID,Class ID
0000002110,ACFFX,S000009188,C000024973
0000002110,ACINX,S000009185,C000024961
0000002110,ACRNX,S000009184,C000024957
0000002110,AUSAX,S000009186,C000024965
0000002110,CACRX,S000009185,C000097732
0000002110,CAEAX,S000033621,C000103324
0000002110,CAECX,S000033621,C000103325
0000002110,CAEEX,S000033621,C000122752
0000002110,CAEYX,S000033621,C000171393
0000002110,CAEZX,S000033621,C000103327
0000002110,CAIRX,S000009185,C000097733
0000002110,CCIRX,S000009185,C000122738
0000002110,CCYIX,S000009185,C000122739
0000002110,CEARX,S000009184,C000122735
0000002110,CILRX,S000009188,C000122748
0000002110,CLOFX,S000033621,C000144049
0000002110,COTZX,S000009189,C000024977
0000002110,CQTRX,S000009189,C000122750
0000002110,CRBRX,S000009184,C000122736
0000002110,CRBYX,S000009184,C000122737
0000002110,CRIRX,S000009188,C000122746
0000002110,CSIRX,S000009188,C000122747
0000002110,CTFAX,S000009189,C000024974
0000002110,CTFDX,S000009189,C000024976
0000002110,CTORX,S000009189,C000122749
0000002110,CUSAX,S000009186,C000122740
0000002110,CUSYX,S000009186,C000122742
0000002110,CYSRX,S000009186,C000122741
0000002110,CYYYX,S000009189,C000122751
0000002110,LACAX,S000009184,C000024954
0000002110,LAFAX,S000009188,C000024970
0000002110,LAIAX,S000009185,C000024958
0000002110,LAICX,S000009185,C000024960
0000002110,LAUAX,S000009186,C000024962
0000002110,LAUCX,S000009186,C000024964
0000002110,LFFCX,S000009188,C000024972
0000002110,LIACX,S000009184,C000024956
0000002646,IIBPX,S000008760,C000023849
0000002646,IIBTX,S000008760,C000074893
0000002646,IPIIX,S000008760,C000028784
0000002646,IPISX,S000008760,C000028785
0000002663,IMSXX,S000008702,C000028786
0000002663,IVMXX,S000008702,C000023718
0000002663,VMAXX,S000008702,C000076529
0000002663,VMTXX,S000008702,C000074895
0000002664,IAVGX,S000008703,C000028787
0000002664,IGISX,S000008703,C000074892
0000002664,IIVGX,S000008703,C000028788
0000002664,ISVGX,S000008703,C000028789
0000002691,LAAFX,S000006806,C000054699
0000002691,LAFCX,S000006806,C000018430
0000002691,LAFFX,S000006806,C000018428
0000002691,LAFPX,S000006806,C000018431
0000002691,LAFQX,S000006806,C000054700
0000002691,LAFRX,S000006806,C000054701
0000002691,LAFSX,S000006806,C000155435
0000002691,LAFTX,S000006806,C000155436
0000002691,LAFVX,S000006806,C000155437
0000002691,LAFYX,S000006806,C000018432
0000002691,LTFOX,S000006806,C000184551
0000002768,FCHIX,S000006840,C000018492
0000002768,FHAIX,S000006840,C000018490
0000002768,FHIRX,S000006840,C000018494
0000002768,FHQRX,S000006840,C000199701
0000002768,FHRRX,S000006840,C000128780
0000002768,FVHIX,S000006840,C000018493
0000003521,ACAAX,S000009163,C000024912
0000003521,ACAZX,S000009163,C000095959
0000003521,AFGPX,S000009159,C000024901
0000003521,AFOIX,S000063650,C000206144
0000003521,AFOZX,S000063650,C000206145
0000003521,AGIZX,S000009161,C000111113
0000003521,AGOZX,S000020958,C000095961
0000003521,AGSCX,S000009160,C000024905
0000003521,AHSAX,S000009164,C000024915
0000003521,AHSCX,S000009164,C000024917
0000003521,AHSZX,S000009164,C000156505
0000003521,AIGIX,S000009159,C000039971
0000003521,ALBAX,S000009161,C000024906
0000003521,ALBCX,S000009161,C000024908
0000003521,ALCCX,S000009163,C000024914
0000003521,ALCZX,S000009159,C000095957
0000003521,ALEAX,S000074572,C000232570
0000003521,ALECX,S000074572,C000232572
0000003521,ALEIX,S000074572,C000232568
0000003521,ALEYX,S000074572,C000232571
0000003521,ALEZX,S000074572,C000232569
0000003521,ALGAX,S000009159,C000024900
0000003521,ALGCX,S000009159,C000024902
0000003521,ALMAX,S000009165,C000024918
0000003521,ALMCX,S000009165,C000024920
0000003521,ALOAX,S000063650,C000228969
0000003521,ALOCX,S000063650,C000228970
0000003521,ALOYX,S000063650,C000225967
0000003521,ALSAX,S000009160,C000024903
0000003521,ALSCX,S000009160,C000024904
0000003521,AMCGX,S000009162,C000024910
0000003521,AMCZX,S000009162,C000156504
0000003521,AMGAX,S000009162,C000024909
0000003521,AMGCX,S000009162,C000024911
0000003521,AOFAX,S000020958,C000059337
0000003521,AOFCX,S000020958,C000059339
0000003521,AOFIX,S000020958,C000059340
0000003521,AOFYX,S000020958,C000179520
0000003521,ASCYX,S000009160,C000232602
0000003521,ASCZX,S000009160,C000095958
0000003521,ASIMX,S000009165,C000051550
0000003521,ASMZX,S000009165,C000095960
0000003521,ASYMX,S000009165,C000193201
0000003521,ATVPX,S000061618,C000199574
0000003794,ABNAX,S000027378,C000082621
0000003794,ABNCX,S000027378,C000082622
0000003794,ABNKX,S000027378,C000085436
0000003794,ABNOX,S000027378,C000085359
0000003794,ABNRX,S000027378,C000085435
0000003794,ABNTX,S000027378,C000085438
0000003794,ABNYX,S000027378,C000082623
0000003794,ABNZX,S000027378,C000152483
0000003794,ABQBX,S000010305,C000028494
0000003794,ABQCX,S000010305,C000028495
0000003794,ABQIX,S000010305,C000028499
0000003794,ABQKX,S000010305,C000028498
0000003794,ABQRX,S000010305,C000028497
0000003794,ABQUX,S000010305,C000028493
0000003794,ABQYX,S000010305,C000028496
0000003794,ABQZX,S000010305,C000143890
0000003794,ACGYX,S000051302,C000161781
0000003794,ACGZX,S000051302,C000161785
0000003794,ACMTX,S000028085,C000085497
0000003794,AKGAX,S000051302,C000161779
0000003794,AKGCX,S000051302,C000161780
0000003794,ALHAX,S000034979,C000107583
0000003794,ALHCX,S000034979,C000107584
0000003794,ALHIX,S000034979,C000107585
0000003794,ALHKX,S000034979,C000107586
0000003794,ALHRX,S000034979,C000107587
0000003794,ALHYX,S000034979,C000107580
0000003794,AMTAX,S000028085,C000085496
0000003794,AMTIX,S000028085,C000085503
0000003794,AMTKX,S000028085,C000085502
0000003794,AMTOX,S000028085,C000085499
0000003794,AMTRX,S000028085,C000085501
0000003794,AMTTX,S000028085,C000085500
0000003794,AMTYX,S000028085,C000085498
0000003794,AMTZX,S000028085,C000139941
0000003794,ANBIX,S000027378,C000085437
0000003794,ATCCX,S000043269,C000133864
0000003794,ATTAX,S000043269,C000133863
0000003794,ATTYX,S000043269,C000133860
0000003794,AUNAX,S000027379,C000082624
0000003794,AUNCX,S000027379,C000082625
0000003794,AUNOX,S000027379,C000085360
0000003794,AUNTX,S000027379,C000085439
0000003794,AUNYX,S000027379,C000082626
0000003794,HIAYX,S000045256,C000140937
0000003794,HIYYX,S000045256,C000140936
0000003794,HIZYX,S000045256,C000140942
0000003794,SHUAX,S000063356,C000205396
0000003794,SHUCX,S000063356,C000205395
0000003794,SHUYX,S000063356,C000205394
0000003794,STHAX,S000071586,C000226939
0000003794,STHYX,S000071586,C000226937
0000004405,AMCFX,S000008817,C000068557
0000004405,AMCPX,S000008817,C000024003
0000004405,AMPCX,S000008817,C000024010
0000004405,AMPFX,S000008817,C000024011
0000004405,CAFAX,S000008817,C000024012
0000004405,CAFCX,S000008817,C000024014
0000004405,CAFEX,S000008817,C000024015
0000004405,CAFFX,S000008817,C000024016
0000004405,FMACX,S000008817,C000179992
0000004405,FMCMX,S000008817,C000220529
0000004405,FMMMX,S000008817,C000220528
0000004405,RAEBX,S000008817,C000148384
0000004405,RAEFX,S000008817,C000164827
0000004405,RAFAX,S000008817,C000024004
0000004405,RAFBX,S000008817,C000024005
0000004405,RAFCX,S000008817,C000024006
0000004405,RAFEX,S000008817,C000024007
0000004405,RAFFX,S000008817,C000024008
0000004405,RAFGX,S000008817,C000076711
0000004405,TACMX,S000008817,C000189472
0000004405,TAMCX,S000008817,C000189473
0000004568,ABALX,S000008801,C000023937
0000004568,AFMBX,S000008801,C000180007
0000004568,AMBFX,S000008801,C000068555
0000004568,BALCX,S000008801,C000023944
0000004568,BALFX,S000008801,C000023945
0000004568,CLBAX,S000008801,C000023946
0000004568,CLBCX,S000008801,C000023948
0000004568,CLBEX,S000008801,C000023949
0000004568,CLBFX,S000008801,C000023950
0000004568,FBAFX,S000008801,C000224633
0000004568,FBONX,S000008801,C000224634
0000004568,RAMHX,S000008801,C000148414
0000004568,RLBAX,S000008801,C000023938
0000004568,RLBBX,S000008801,C000023939
0000004568,RLBCX,S000008801,C000023940
0000004568,RLBEX,S000008801,C000023941
0000004568,RLBFX,S000008801,C000023942
0000004568,RLBGX,S000008801,C000077860
0000004568,RLEFX,S000008801,C000164818
0000004568,TABFX,S000008801,C000189522
0000004568,TAFBX,S000008801,C000189521
0000005138,AMRAX,S000012125,C000033068
0000005138,AMRBX,S000012125,C000033069
0000005138,AMRCX,S000012125,C000033070
0000005138,AMREX,S000030968,C000096005
0000005138,AMRGX,S000012125,C000033067
0000005138,AMRHX,S000030968,C000096006
0000005506,AFMFX,S000008999,C000176470
0000005506,AMFCX,S000008999,C000024456
0000005506,AMFFX,S000008999,C000024457
0000005506,AMRFX,S000008999,C000068556
0000005506,AMRMX,S000008999,C000024449
0000005506,CMLAX,S000008999,C000024458
0000005506,CMLCX,S000008999,C000024460
0000005506,CMLEX,S000008999,C000024461
0000005506,CMLFX,S000008999,C000024462
0000005506,FFFMX,S000008999,C000190068
0000005506,FFMMX,S000008999,C000190067
0000005506,RMEBX,S000008999,C000148452
0000005506,RMFAX,S000008999,C000024450
0000005506,RMFBX,S000008999,C000024451
0000005506,RMFCX,S000008999,C000024452
0000005506,RMFEX,S000008999,C000024453
0000005506,RMFFX,S000008999,C000024454
0000005506,RMFGX,S000008999,C000077851
0000005506,RMFHX,S000008999,C000164809
0000005506,TAFMX,S000008999,C000186124
0000005506,TAMFX,S000008999,C000186125
0000013075,ABNDX,S000009231,C000025097
0000013075,ABNFX,S000009231,C000068564
0000013075,BFACX,S000009231,C000025104
0000013075,BFAFX,S000009231,C000025105
0000013075,BFFAX,S000009231,C000179983
0000013075,CFAAX,S000009231,C000025106
0000013075,CFACX,S000009231,C000025108
0000013075,CFAEX,S000009231,C000025109
0000013075,CFAFX,S000009231,C000025110
0000013075,FBOFX,S000009231,C000224620
0000013075,FFBOX,S000009231,C000224619
0000013075,RBEBX,S000009231,C000148420
0000013075,RBFAX,S000009231,C000025098
0000013075,RBFBX,S000009231,C000025099
0000013075,RBFCX,S000009231,C000025100
0000013075,RBFEX,S000009231,C000025101
0000013075,RBFFX,S000009231,C000025102
0000013075,RBFGX,S000009231,C000077906
0000013075,RBFHX,S000009231,C000164823
0000013075,TBFFX,S000009231,C000189458
0000013075,TFBFX,S000009231,C000189457
0000013386,FSBBX,S000009117,C000024798
0000013386,FSBCX,S000009117,C000024799
0000013386,FSBKX,S000009117,C000024800
0000013386,FSBLX,S000009117,C000170844
0000013386,FSTBX,S000009117,C000024797
0000013386,SBFIX,S000009117,C000077842
0000014170,BRGIX,S000006176,C000017015
0000019034,AWSAX,S000000213,C000000473
0000019034,AWSCX,S000000213,C000000475
0000019034,AWSIX,S000000213,C000022912
0000019034,AWSRX,S000000213,C000095997
0000019034,AWSYX,S000000213,C000071338
0000019034,ESMAX,S000000212,C000000470
0000019034,ESMCX,S000000212,C000000472
0000019034,ESMYX,S000000212,C000071337
0000019034,IEGAX,S000000214,C000000476
0000019034,IEGCX,S000000214,C000000478
0000019034,IEGFX,S000000214,C000120709
0000019034,IEGIX,S000000214,C000022913
0000019034,IEGYX,S000000214,C000071339
0000019034,SMEAX,S000000218,C000000490
0000019034,SMECX,S000000218,C000000492
0000019034,SMEFX,S000000218,C000120710
0000019034,SMEIX,S000000218,C000022917
0000019034,SMERX,S000000218,C000000493
0000019034,SMEYX,S000000218,C000071342
0000019614,CHCCX,S000010117,C000028069
0000019614,CHCIX,S000010117,C000028073
0000019614,CHCKX,S000010117,C000028072
0000019614,CHCLX,S000010117,C000028067
0000019614,CHCRX,S000010117,C000028071
0000019614,CHCYX,S000010117,C000028070
0000019614,CHCZX,S000010117,C000144785
0000019780,CHNTX,S000001110,C000003005
0000022370,JABVX,S000072387,C000228578
0000022370,JABYX,S000072387,C000228577
0000022370,JABZX,S000072387,C000228576
0000022370,JACBX,S000072133,C000227914
0000022370,JACDX,S000072387,C000228574
0000022370,JACEX,S000072133,C000227915
0000022370,JACFX,S000072133,C000227913
0000022370,JACJX,S000072133,C000227916
0000022370,JACLX,S000072133,C000227917
0000022370,JBAFX,S000000629,C000067864
0000022370,JBATX,S000000629,C000113485
0000022370,JBAVX,S000000629,C000067865
0000022370,JBAWX,S000000629,C000106438
0000022370,JCCAX,S000043450,C000134721
0000022370,JCCIX,S000043450,C000134719
0000022370,JDIBX,S000045751,C000142607
0000022370,JDICX,S000045751,C000142609
0000022370,JDISX,S000045751,C000142613
0000022370,JDITX,S000045751,C000142615
0000022370,JDIUX,S000045751,C000142608
0000022370,JDIVX,S000045751,C000142611
0000022370,JDJAX,S000066059,C000213578
0000022370,JDJCX,S000066059,C000213579
0000022370,JDJIX,S000066059,C000213580
0000022370,JDJRX,S000066059,C000213576
0000022370,JDVIX,S000045751,C000142610
0000022370,JEEBX,S000043448,C000134711
0000022370,JEEDX,S000043448,C000134714
0000022370,JEEFX,S000043448,C000141694
0000022370,JEEIX,S000043448,C000134712
0000022370,JEMGX,S000049614,C000156920
0000022370,JEMKX,S000049614,C000156918
0000022370,JEMMX,S000049614,C000156916
0000022370,JEMNX,S000049614,C000156919
0000022370,JEMQX,S000049614,C000156914
0000022370,JEMZX,S000049614,C000156915
0000022370,JHFEX,S000076681,C000236695
0000022370,JHJAX,S000053961,C000169812
0000022370,JHJCX,S000053961,C000169813
0000022370,JHJIX,S000053961,C000169807
0000022370,JHJRX,S000053961,C000169811
0000022370,JHLVX,S000000630,C000001794
0000022370,JIJAX,S000065244,C000211219
0000022370,JIJCX,S000065244,C000211220
0000022370,JIJIX,S000065244,C000211217
0000022370,JIJRX,S000065244,C000211218
0000022370,JLCFX,S000000630,C000078716
0000022370,JLCNX,S000000630,C000177896
0000022370,JLCVX,S000000630,C000078717
0000022370,JLCWX,S000000630,C000106439
0000022370,JLCYX,S000000630,C000113486
0000022370,JLVIX,S000000630,C000001795
0000022370,JORSX,S000043450,C000193016
0000022370,JSFBX,S000043449,C000134715
0000022370,JSFDX,S000043449,C000134716
0000022370,JSFRX,S000043449,C000134718
0000022370,JSFTX,S000043449,C000141695
0000022370,JTKAX,S000063662,C000206274
0000022370,JTKCX,S000063662,C000206275
0000022370,JTKIX,S000063662,C000206276
0000022370,JTKNX,S000063662,C000206273
0000022370,JTKRX,S000063662,C000206272
0000022370,JTQAX,S000055868,C000175986
0000022370,JTQIX,S000055868,C000175988
0000022370,JTQRX,S000055868,C000175992
0000022370,SVBAX,S000000629,C000001788
0000022370,SVBCX,S000000629,C000001790
0000022370,SVBIX,S000000629,C000001791
0000022370,TAGRX,S000000630,C000001792
0000024238,FAMGX,S000039221,C000120658
0000024238,FCNKX,S000006037,C000064233
0000024238,FCNTX,S000006037,C000016601
0000024238,FFPIX,S000056352,C000177579
0000024238,FINSX,S000006036,C000016600
0000024238,FLCNX,S000057289,C000182865
0000024238,FNIAX,S000006036,C000016596
0000024238,FNICX,S000006036,C000016598
0000024238,FNITX,S000006036,C000016599
0000024238,FVWSX,S000039220,C000120656
0000024238,FZANX,S000006036,C000130145
0000026262,JHMXX,S000000623,C000001772
0000026262,JMCXX,S000000623,C000001774
0000027574,DDVAX,S000002391,C000006333
0000027574,DDVCX,S000002391,C000006335
0000027574,DDVIX,S000002391,C000006336
0000027574,DDVRX,S000002391,C000031061
0000027801,DLMAX,S000020812,C000058132
0000027801,DLMCX,S000020812,C000058133
0000027801,DLMIX,S000020812,C000058135
0000027801,DLMRX,S000020812,C000058134
0000027825,DDFAX,S000028004,C000085181
0000027825,DDFCX,S000028004,C000085182
0000027825,DDFFX,S000028004,C000085183
0000027825,DDFLX,S000028004,C000085184
0000027825,DDFZX,S000028004,C000228679
0000027825,DEEAX,S000003923,C000011010
0000027825,DEECX,S000003923,C000011012
0000027825,DEEIX,S000003923,C000011014
0000027825,DEERX,S000003923,C000011013
0000027825,DEZRX,S000003923,C000169262
0000027825,DGCAX,S000003921,C000011001
0000027825,DGCCX,S000003921,C000011003
0000027825,DGCIX,S000003921,C000011005
0000027825,DGCRX,S000003921,C000011004
0000027825,DGCZX,S000003921,C000211235
0000027825,DHIRX,S000003924,C000011018
0000027825,DHIZX,S000003924,C000226725
0000027825,DHOAX,S000003924,C000011015
0000027825,DHOCX,S000003924,C000011017
0000027825,DHOIX,S000003924,C000011019
0000028540,FCSSX,S000042145,C000130874
0000028540,FIFGX,S000063840,C000206762
0000028540,FYHTX,S000055837,C000175832
0000029292,CABDX,S000010080,C000027911
0000029292,CBBCX,S000010080,C000027913
0000029292,CBBDX,S000010080,C000027912
0000029292,CBBIX,S000010080,C000027917
0000029292,CBBKX,S000010080,C000027916
0000029292,CBBRX,S000010080,C000027915
0000029292,CBBYX,S000010080,C000027914
0000029292,CBBZX,S000010080,C000132087
0000029440,DODBX,S000011204,C000030877
0000029440,DODEX,S000069725,C000222467
0000029440,DODFX,S000011203,C000030876
0000029440,DODGX,S000011202,C000030875
0000029440,DODIX,S000011205,C000030878
0000029440,DODLX,S000045260,C000140963
0000029440,DODWX,S000022057,C000063339
0000030126,RMBBX,S000065670,C000212437
0000030126,RMBGX,S000002997,C000082356
0000030126,RMBHX,S000002997,C000008242
0000030126,RMBJX,S000002997,C000008244
0000030126,RMBKX,S000002998,C000008245
0000030126,RMBLX,S000002998,C000082357
0000030126,RMBMX,S000065671,C000212439
0000030126,RMBNX,S000002998,C000008247
0000030126,RMBPX,S000060195,C000197005
0000030126,RMBTX,S000060194,C000197003
0000030146,DREVX,S000000068,C000000105
0000030158,DLAXX,S000000074,C000000111
0000030158,DLBXX,S000000074,C000038429
0000030158,DLZXX,S000000074,C000158261
0000030162,DREQX,S000000071,C000000108
0000030162,DRYQX,S000000071,C000127666
0000030162,DWOAX,S000000071,C000069523
0000030162,DWOCX,S000000071,C000069524
0000030162,DWOIX,S000000071,C000069525
0000030167,DRTCX,S000000095,C000000152
0000030167,DRTHX,S000000095,C000000154
0000030167,DTCAX,S000000095,C000000149
0000030167,DTCCX,S000000095,C000000151
0000030167,DTCYX,S000000095,C000174003
0000031266,EAGIX,S000012344,C000075110
0000031266,EALCX,S000005220,C000014223
0000031266,EAREX,S000011636,C000091460
0000031266,EARRX,S000028366,C000086684
0000031266,EBLCX,S000005220,C000014224
0000031266,ECGIX,S000005217,C000034727
0000031266,ECIFX,S000005213,C000014209
0000031266,ECLCX,S000005220,C000014225
0000031266,ECRRX,S000028366,C000086685
0000031266,ECSEX,S000005214,C000014212
0000031266,ECSMX,S000005222,C000014233
0000031266,ECSTX,S000005221,C000014228
0000031266,ECTMX,S000005215,C000014215
0000031266,EGIIX,S000005217,C000081648
0000031266,EHSTX,S000005221,C000014226
0000031266,EIGIX,S000012344,C000033565
0000031266,EIIFX,S000005213,C000120937
0000031266,EILVX,S000005221,C000014230
0000031266,EIREX,S000011636,C000031977
0000031266,EIRRX,S000028366,C000086686
0000031266,EISEX,S000005214,C000105427
0000031266,EISGX,S000005222,C000070580
0000031266,EIUTX,S000005215,C000014216
0000031266,ELCIX,S000005220,C000048018
0000031266,ELCRX,S000005220,C000080478
0000031266,EMSEX,S000005214,C000014211
0000031266,EMTMX,S000005215,C000014214
0000031266,ERIFX,S000005213,C000171358
0000031266,ERLVX,S000005221,C000142453
0000031266,ERSGX,S000005222,C000080479
0000031266,ERSTX,S000005221,C000014229
0000031266,ESIFX,S000005213,C000171359
0000031266,ETEGX,S000005222,C000014231
0000031266,ETGIX,S000005217,C000014219
0000031266,EVIFX,S000005213,C000014207
0000031266,EVSEX,S000005214,C000014210
0000031266,EVTMX,S000005215,C000014213
0000032339,ELFNX,S000011821,C000032303
0000034066,VEXPX,S000002578,C000007081
0000034066,VEXRX,S000002578,C000007082
0000034273,NAINX,S000021179,C000060291
0000034273,PDIAX,S000021177,C000060285
0000034273,PGICX,S000021177,C000060287
0000034273,PHSKX,S000021180,C000060294
0000034273,PICMX,S000021180,C000060297
0000034273,PIPTX,S000001386,C000067139
0000034273,PKSAX,S000021172,C000060269
0000034273,PKSCX,S000021172,C000060271
0000034273,PKSFX,S000021172,C000060272
0000034273,PLXGX,S000021173,C000060276
0000034273,POICX,S000021179,C000060293
0000034273,PPTAX,S000001386,C000003700
0000034273,PPTCX,S000001386,C000003701
0000034273,PQSAX,S000021181,C000060298
0000034273,PQSCX,S000021181,C000060299
0000034273,PSGAX,S000021170,C000060263
0000034273,PSGCX,S000021170,C000060264
0000034273,PSKCX,S000021180,C000060296
0000034273,PSTAX,S000021173,C000060273
0000034273,PXIIX,S000021177,C000060288
0000034273,PXQSX,S000021181,C000060300
0000034273,PXSGX,S000021170,C000060265
0000034273,SGAAX,S000064774,C000209770
0000034273,SGACX,S000064774,C000209771
0000034273,SGAPX,S000064774,C000209768
0000034273,SGARX,S000064774,C000209769
0000034273,SSTFX,S000021173,C000060275
0000034273,VAEGX,S000065704,C000212524
0000034273,VAKSX,S000070232,C000223339
0000034273,VCEGX,S000065704,C000212525
0000034273,VCGRX,S000021173,C000199781
0000034273,VCKSX,S000070232,C000223336
0000034273,VECRX,S000021177,C000199782
0000034273,VESRX,S000065704,C000212523
0000034273,VGQRX,S000001386,C000215020
0000034273,VIEGX,S000065704,C000212526
0000034273,VIKSX,S000070232,C000223337
0000034273,VIMCX,S000025925,C000077897
0000034273,VKSAX,S000061485,C000199118
0000034273,VKSCX,S000061485,C000199119
0000034273,VKSDX,S000072656,C000229070
0000034273,VKSEX,S000072656,C000229071
0000034273,VKSFX,S000072656,C000229072
0000034273,VKSGX,S000072656,C000229069
0000034273,VKSIX,S000061485,C000199120
0000034273,VKSRX,S000061485,C000199121
0000034273,VMACX,S000025925,C000077895
0000034273,VMCCX,S000025925,C000077896
0000034273,VNLAX,S000070005,C000222902
0000034273,VNLCX,S000070005,C000222903
0000034273,VNLIX,S000070005,C000222904
0000034273,VNLRX,S000070005,C000222901
0000034273,VQSRX,S000021181,C000176670
0000034273,VRKSX,S000070232,C000223338
0000034273,VRMCX,S000025925,C000199784
0000034273,VRMGX,S000021180,C000199783
0000034273,VRSGX,S000021170,C000199780
0000034273,VSCRX,S000021172,C000148845
0000034273,VTAIX,S000021179,C000211088
0000034273,VTARX,S000021179,C000224195
0000035315,FAMHX,S000057383,C000183197
0000035315,FAMYX,S000057383,C000183198
0000035315,FAMZX,S000075894,C000235229
0000035315,FANCX,S000007007,C000171439
0000035315,FANDX,S000075894,C000235231
0000035315,FAPBX,S000075894,C000235230
0000035315,FAPDX,S000075894,C000235232
0000035315,FAPEX,S000075894,C000235233
0000035315,FAPFX,S000075890,C000235215
0000035315,FAPGX,S000075894,C000235234
0000035315,FASDX,S000017681,C000048852
0000035315,FASJX,S000075893,C000235228
0000035315,FASLX,S000075893,C000235224
0000035315,FASNX,S000075893,C000235225
0000035315,FASUX,S000075893,C000235226
0000035315,FASVX,S000075893,C000235227
0000035315,FASWX,S000075891,C000235216
0000035315,FASYX,S000075888,C000235213
0000035315,FBAGX,S000075287,C000234189
0000035315,FBAHX,S000075287,C000234194
0000035315,FBAPX,S000075287,C000234190
0000035315,FBIIX,S000066711,C000214977
0000035315,FBLTX,S000051138,C000161035
0000035315,FBNAX,S000007007,C000171437
0000035315,FBNDX,S000007004,C000019120
0000035315,FBNIX,S000007007,C000171440
0000035315,FBNTX,S000007007,C000171438
0000035315,FBSTX,S000056360,C000177587
0000035315,FBUIX,S000056353,C000177580
0000035315,FCBAX,S000028761,C000088097
0000035315,FCBFX,S000028761,C000088096
0000035315,FCBIX,S000028761,C000088101
0000035315,FCBTX,S000028761,C000088100
0000035315,FCCCX,S000028761,C000088099
0000035315,FCHPX,S000040416,C000125570
0000035315,FCNVX,S000031520,C000098000
0000035315,FCONX,S000031520,C000097999
0000035315,FCSDX,S000017681,C000048854
0000035315,FCSRX,S000017675,C000048840
0000035315,FECGX,S000065750,C000212598
0000035315,FEMVX,S000068373,C000218746
0000035315,FERGX,S000051995,C000163541
0000035315,FESIX,S000051993,C000163539
0000035315,FGBAX,S000007004,C000019121
0000035315,FGBCX,S000007004,C000019123
0000035315,FGBPX,S000007004,C000019125
0000035315,FGBTX,S000007004,C000019124
0000035315,FGKPX,S000063743,C000206607
0000035315,FGNXX,S000053607,C000168450
0000035315,FHMFX,S000062809,C000203456
0000035315,FHOFX,S000062810,C000203457
0000035315,FIABX,S000075889,C000235214
0000035315,FIAEX,S000075892,C000235217
0000035315,FIAIX,S000075892,C000235219
0000035315,FIAJX,S000075892,C000235218
0000035315,FIAKX,S000075892,C000235222
0000035315,FIALX,S000075892,C000235221
0000035315,FIAMX,S000075892,C000235220
0000035315,FIBUX,S000056354,C000177581
0000035315,FIFZX,S000065215,C000211071
0000035315,FIKOX,S000028761,C000205023
0000035315,FIKQX,S000007004,C000205019
0000035315,FIKTX,S000007007,C000205020
0000035315,FIMSX,S000057383,C000183196
0000035315,FIMVX,S000065749,C000212597
0000035315,FIONX,S000051996,C000163542
0000035315,FIOOX,S000042625,C000131781
0000035315,FIPDX,S000037003,C000113282
0000035315,FIQDX,S000017675,C000205021
0000035315,FIQWX,S000017681,C000205022
0000035315,FISVX,S000065751,C000212599
0000035315,FITFX,S000056355,C000177582
0000035315,FITLX,S000057366,C000183136
0000035315,FITMX,S000068374,C000218747
0000035315,FIWCX,S000059762,C000195573
0000035315,FJTDX,S000062001,C000200823
0000035315,FLAPX,S000056358,C000177585
0000035315,FLCOX,S000054096,C000170037
0000035315,FLCPX,S000051994,C000163540
0000035315,FLXSX,S000056362,C000177589
0000035315,FMBIX,S000065746,C000212594
0000035315,FMDGX,S000065748,C000212596
0000035315,FMQXX,S000059873,C000195869
0000035315,FNBGX,S000017678,C000194656
0000035315,FNDSX,S000061665,C000199795
0000035315,FNIDX,S000057365,C000183133
0000035315,FNSOX,S000059301,C000194645
0000035315,FOCFX,S000032622,C000100606
0000035315,FOMAX,S000032622,C000100607
0000035315,FOMIX,S000032622,C000100605
0000035315,FPADX,S000033635,C000103361
0000035315,FQITX,S000068375,C000218748
0000035315,FSABX,S000065747,C000212595
0000035315,FSAJX,S000062003,C000200825
0000035315,FSDIX,S000017681,C000048851
0000035315,FSGEX,S000026422,C000079292
0000035315,FSGGX,S000033636,C000103365
0000035315,FSHBX,S000007007,C000019128
0000035315,FSIDX,S000017681,C000048856
0000035315,FSIGX,S000023604,C000069436
0000035315,FSIKX,S000075893,C000235223
0000035315,FSIPX,S000026423,C000079293
0000035315,FSIRX,S000017675,C000048842
0000035315,FSKLX,S000049310,C000155835
0000035315,FSMDX,S000033637,C000103368
0000035315,FSMNX,S000062002,C000200824
0000035315,FSMTX,S000062237,C000201533
0000035315,FSODX,S000040416,C000125571
0000035315,FSPGX,S000054095,C000170033
0000035315,FSRAX,S000017675,C000048838
0000035315,FSRKX,S000017675,C000214978
0000035315,FSRNX,S000033639,C000103377
0000035315,FSRRX,S000017675,C000048837
0000035315,FSRTX,S000017675,C000048841
0000035315,FSSNX,S000033638,C000103373
0000035315,FSTDX,S000072689,C000229124
0000035315,FSTZX,S000072688,C000229123
0000035315,FSUVX,S000049309,C000155834
0000035315,FSWCX,S000059763,C000195574
0000035315,FSWTX,S000040416,C000125572
0000035315,FTABX,S000017680,C000048850
0000035315,FTHRX,S000017674,C000048836
0000035315,FTIHX,S000054097,C000170041
0000035315,FTKAX,S000075287,C000234191
0000035315,FTKCX,S000075287,C000234192
0000035315,FTLTX,S000054519,C000171137
0000035315,FTSDX,S000017681,C000048855
0000035315,FTYMX,S000075287,C000234193
0000035315,FUAMX,S000017677,C000194654
0000035315,FUBFX,S000017676,C000079295
0000035315,FUMBX,S000017679,C000194658
0000035315,FUMIX,S000056275,C000177148
